rating,,uniqueID,drugName,condition,review,rating,date,usefulCount
8,27746,36852,Fentanyl,Pain,"""I was having a bad time with Kidney Stones and found this to work the best for severe breakthrough pain. I take OxyContin and Roxycodone for my back pain and have tried just about all the opiates but this by far works the best for me.""",8,9-Apr-08,20
8,68262,131286,Endocet,Pain,"""This medicine has been very effective for my pain relief. I have had severe back pain for 10 years and it is the best pain reliever I have taken.""",8,27-Jul-09,27
8,114425,160839,Buspirone,,"""My fiancee has been incarcerated and has been taking BuSpar for over 60 days and he says it is helping him to deal with his anxiety. He has had a problem with marijuana and his counsellor prescribed this medicine and he is so greatful.""",8,22-Jul-08,31
8,51131,25096,Hylan g-f 20,Osteoarthritis,"""I have this in my kneews. The only problem I have with it is its hard for me to walk for like 2 1/2 days""",8,28-Apr-16,19
8,2833,141416,Escitalopram,Depression,"""I suffered from depression and generalized anxiety disorder for 4 years and 10 mg of Lexapro worked miracles.  Side effects lasted about  month and included fuzziness, fatigue and brain zaps.  I weaned myself off 6 months ago and should NOT have done that. Fell into major depression and horrible anxiety including panic attacks.  Really bottomed out finally with a twitching emotional collapse curled up in bed.  Forced myself to Dr. who put me back on 10 mg 3 weeks ago.  First week side effects horrible, including nausea, cramps, brain zaps, tremors and nightmares.  Now, into 4th week, depression is gone, anxiety much relieved and able to function.  I know in another couple of weeks, I will be back to normal again.  """,8,23-Jun-14,79
8,80831,203489,Nasonex,12</span> users found this comment helpful.,"""Helps me quickly when my sinuses and  throat are swollen/irritated.""",8,14-Jul-12,12
8,66362,117712,Nortriptyline,Pain,"""After years of disc/nerve pain, I have been on these tablets for around 3 months and the pain has reduced considerably and I sleep much better too. I have been taking 25mg, but have now upped the dose to 50mg and it appears to be working even better. Fingers crossed.""",8,19-Aug-12,119
8,111428,146214,Suboxone,Opiate Dependence,"""I was addicted to heroin and saw no way out. I couldn&#039;t go a day without using, no matter who I stole from or who I lied too, I just needed my fix. I went to a 5 day detox that the state paid for and I got Suboxone. Within 30 minutes, I was out of bed, the vomiting stopped, the pain stopped, my anxiety decreased. It truly is a miracle that I can sit here today and have the option to use heroin, but choose not to. The only negative side effect I am currently dealing with is constipation.""",8,10-Nov-10,17
8,116192,22885,Candesartan,High Blood Pressure,"""So far so good at 8mg of Atacand.""",8,29-Aug-09,39
8,6408,54623,Bupropion / naltrexone,Weight Loss,"""I have been on Contrave for 5 days now. So far have had zero side effects. I&#039;m 5&#039;5 and started at 215 lbs. Weighed in this morning at 212 lbs. Have not changed my diet, but I am eating less, not really that hungry, I don&#039;t even think about sweets and when I do I really don&#039;t want them. Will up date when I start week 3.""",8,17-May-17,14
8,88113,192764,Drospirenone / ethinyl estradiol,,"""I have been taking Yasmin for a little over a year now.  Prior to that I took Yaz for about 3 years.  I have stopped taking Yasmin and other pills, for a little over a month now.  I have noticed that I seem to be eating the same, which isn&#039;t terrible, and I&#039;ve gained about 3 pounds in that time.  I stopped taking the pills altogether because my husband got a vasectomy and the pills cause some minor high blood pressure.""",8,15-Dec-10,3
8,47036,92116,Lyrica,Peripheral Neuropathy,"""I have been using Lyrica for about ten weeks. I increased my dose gradually until the majority of my pain is gone. I am now at 150mg at bed and 75 mg in the morning. I have found the side effects to be minimal, the most noticeable is mid afternoon drowsiness and a bit of vertigo. This medicine has also helped calm the need for frequent urination. Who knew?""",8,17-Oct-11,24
8,20282,95673,Sertraline,Depression,"""Looking back I realized I&#039;d been suffering depression plus social anxiety for the best part of 3 years. This spiralled especially over the last year in severe anxiety, being unable to speak to people, crying obsessively and having no motivation or energy to even get dressed. It became choreful and frightening to live a normal day out, even talk to my family and for most part I would use alcohol and sleep to escape. I had no concentration, was emotionless and numb. I was very skeptic however accepted 50mg as a starting dose, 2 weeks later going up to 100mg. It was gradual, although I&#039;m now in a position to say when I can finally feel relieved and extremely hopeful about the future! I enjoy going to work and can laugh again! Miracle medicine.""",8,16-Dec-14,52
8,120029,47123,Thyroid desiccated,Underactive Thyroid,"""I was on Levo meds and I felt like I was over loaded with hormones. I would have outburst of anger and sadness. Gained 10lbs in 6monthes, insomnia etc. These behaviors were abnormal for me. I switched to Armour meds and in one month I lost 3lbs , sleep well and have not had any mood swings.""",8,12-Nov-15,67
8,103627,154347,Reglan,Nausea/Vomiting,"""I&#039;ve been sick for weeks! Can&#039;t eat or drink! Stomach pain! It&#039;s been a nightmare and Reglan worked in the first hour! Amazing!!""",8,9-Mar-13,35
8,34394,111776,Relafen,Osteoarthritis,"""My arthritis was pretty much under control using naprosyn, but it started making my stomach bleed so I had to discontinue using it. I was in pain all the time and couldn&#039;t participate in my hobby of folk dancing and even had to use a cane increasingly. After about a year of this I began taking Relafen and it relieved my pain dramatically. It&#039;s still not as good as the naprosyn but it is a lot easier on my stomach.""",8,4-Apr-08,106
8,62386,109047,Nexplanon,Birth Control,"""I had the Nexplanon inserted in February of this year the first day after my last &quot;normal&quot; period.  The first month went well but soon spiralled out of control.  I started breakout bleeding plus I ended up in the ER in March two days in a row from an unexplained allergic reaction, hives all over my body, swollen face etc... Turns out Nexplanon can cause hypersensitivity to other medications and in turn caused the allergic reaction.  Keep in mind the only change I made was the BC. It is now May and I still have the implant in my arm.  Even more side affects have taken place for me.  I have continued to experience hives here and there, sometimes for days on end.  On top of the hive I have had severe mood swings and overall am super sensitive.""",8,8-May-17,6
8,155060,58649,Trileptal,Seizures,"""Very effective to me. Considering, greatly suppressed seizure frequency and low interference from side effects.""",8,6-Oct-11,23
8,11309,208738,Indocin,Bursitis,"""I have been diagnosed with bursitis in my right heal and I got great relief after taking Indocin for about two days. It is not as painful.""",8,15-Nov-10,30
8,121188,224260,Levothyroxine,Underactive Thyroid,"""I was taking Levothyroxin 50mcg for the past 3 months. My initial tsh was 13 when I started  Levo;  within 2 months my tsh dropped to 2.5.  Although my levels were normal, I continued to have some fatigue, sleepy upon waking, night sweats, facial flushing, anxiety, and horrible brain fog. I decided to try my sample of Synthroid 50mcg and within a week, the brain fog, night sweats and sleepiness were gone!  I wake up with the most energy I have ever had!  I am still experiencing some anxiety  and facial flushing which we are monitoring but overall Synthroid is working for me! I am 32 y o and 9 months post partum. I also take my dose at nights, hours after dinner""",8,15-Sep-16,59
8,45082,17538,Ethinyl estradiol / etonogestrel,Birth Control,"""I used nuvaring for about 6 years.  It is very easy to use,  it sits on your cervix just like a tampon. You can&#039;t feel it when it&#039;s in there if you have placed it correctly. Very easy to put in place and remove. 
It helped a lot with my periods. I am extremely irregular and have awful cramps but the nuvaring helped regulate my periods and helped greatly with cramping. 
My husband was able to feel it when we had sex but it didn&#039;t really bother him most of the time.  There was one or two occasions where it ended up rubbing a painful raw spot on him through. 
I never experienced weight gain or a change in my sex drive. 
However I suffer from migraines and this made them much worse and more frequent. Would recommend for anyone without migraines""",8,27-Jun-16,15
8,22740,217712,Strattera,ADHD,"""My 16 year old son was diagnosed with ADHD at age 4. We went through several meds at first and Concerta worked the best for him. He took the drug for 10 years increasing dosage when needed. Things seemed to be fine or at least better on the med than off. This last year he became impossible to live with. Argumentative (more than normal), irritable at home, mouthy and his grades were tanking! I initially chalked it up to regular teenagerhood! Then I had an inkling that maybe he needed to switch meds. He started taking Strattera on Monday and 4 days later is a different kid. PLEASANT is the first word that comes to mind. WOW, no arguments! No mouthiness! He left just now I said, have fun, I love you! He replied Love you too! Wha??? HAPPY MOM!!!""",8,2-Dec-16,29
8,64622,229581,Lurasidone,Bipolar Disorde,"""Diagnosed 20  years ago with bipolar 1.  Struggled for years to try and manage depression with Paxil and anti anxiety meds.  The ups and downs were absolutely wearing me out!  Finally, Latuda was advised by my therapist for my psych to prescribe.  8 days in and I feel almost normal!  I say &quot;almost&quot; since there is that little uncertainty with any new medicine that it will have staying power.  So far, so good!""",8,28-Dec-14,73
8,145081,168540,Tranylcypromine,Depression,"""After a hospitalisation where no net good came about, I changed psychiatrist. The new guy is semi-retired, only works two half days a week - but is extremely familiar with MAOIs and one of the few doctors in a state of 4 million that will prescribe them. My symptoms were more refractory and atypical depression, and it&#039;s been quite a journey to try and work something out.

I&#039;ve been on tranylcypromine for 3 months now. As it&#039;s an analog of amphetamine, my major side effects have been similar to amphetamine - sleeplessness (3 hours a night), hyper alertness, agitation when the dose wears off (sucks as it&#039;s only 3 hours or so) and when really worn out it keeps going and I feel alert but make judgement errors. Depression is gone though!""",8,20-Mar-13,9
8,94098,78830,OnabotulinumtoxinA,Cervical Dystonia,"""i HAVE FINALLY FOUND AN MD. THAT KNOWS WHERE TO INJECT IT.  I almost gave up after 2 and 1/2 years of failures by guessing Dr.s who didn&#039;t really know where to inject.  They were always hitting the opposite side of my neck thinking that was where the problem lied... finally found a dr. who knew where to inject it.  Now I have been straight necked for the first time in 25 years.  Hell yes it works and no side effects... but for some reason I still have the pain (radiculopathy) on left side.""",8,5-May-08,75
8,87425,27329,Imitrex,Migraine,"""Migraines have become my worst enemy over the past 4-5 years. Thank goodness for Imitrex. I started with the pills, then the nasal spray and have worked my way up to the shots (plus nausea medicines).  The pills had the least side effects.  The spray was vile tasting, but fast acting and I could take it while working.  When my headaches worsened, they added botox and upgraded me to the injected version. I needed something that acted FAST so I could stay in the classroom.  The down side to the injection is the head rush, change of hear rate, and the flushing feeling.  When I inject I have about 15-30 BAD minutes, then I kind of restabilize and about an hour later I usually feel better and capable of continuing to teach.""",8,16-Jun-13,27
8,50147,13380,Amphetamine / dextroamphetamine,atigue,"""I was started on addaroll in 2002, while in a rehabilitation center for teenagers. I didn&#039;t know what ADD was , I knew I couldn&#039;t concentrate but never seemed I had a disorder. When I started taking, I realized I could focus easier. I went on to graduate high school. I&#039;m 29 years old now, I&#039;m still prescribed, however the pills dont do much since I&#039;ve been taking the highest dose for several years every day. Without iim so tired, literally fall asleep sitting up. I&#039;ve realized how addictive these are, they are becoming harder to fill in certain areas because more n more people are getting prescriptions, I myself was the only person i knew of prescribed in small town indiana, years ago, now my entire home town is on this medicine.""",8,18-Jun-16,17
8,147789,226861,Etonogestrel,Birth Control,"""I got Nexplanon inserted at my 6 week checkup after having my daughter in July 2014. I have experienced 20lb weight gain since, severe cramps, depression, nonexistent libido and nauseousness. Definitely works as birth control, but isn&#039;t worth the side effects.""",8,1-Jan-15,29
8,152952,224957,Bupropion,ADHD,"""Bupropion, the generic version, makes me feel more on top of things. I do feel the medicine kick in after about an hour and I get a bit &quot;high&quot; if you will. It&#039;s a feeling of motivation to go do things and be productive. The first time I was on Wellbutrin (one month), it only lasted about 2 hours (at least what I could feel) and ended up not caring about anything for the rest of the day. Then recently I started Wellbutrin XL 150MG and it lasts much longer. I made the mistake of taking it at night, when I should have taken in the morning. Bad insomnia because of it, but I learned my lesson. I&#039;d say it is the only antidepressant that has worked on both depression and ADHD by helping me concentrate, remember, stay on track, and also motivation.""",8,6-Aug-16,90
8,157772,97558,Evoxac,Sjogren's Syndrome,"""I also have taken Evoxac for years. I first asked my opthomologist to prescribe pilocarpine.  He would not, telling me to see an ENT physcian for this, as he felt there were to many side effects for this type of drug.  
I did get a Rx for the pilocarpine and then switched to Evoxac.  At first I could not perceive a benefit of this drug, but now I can tell when my dose (every eight hours) has worn off.
Also, I do not think that I have suffered any side effects from this drug.""",8,15-Jun-17,2
8,160748,107169,Implanon,Birth Control,"""I got the Implanon at an early age of 17, in December of 2008. I had zero side effects and zero periods. It was awesome. Towards the end of the four years, however, I started having severe breakouts that my dermatologist attributed to the birth control as it was ending its cycle. After it was removed I started a simpler form of birth control (a pill) and I hated it. I just had another Implanon inserted last week.""",8,10-Jun-12,2
8,103501,213667,Tioconazole,Vaginal Yeast Infection,"""So this was my first yeast infection, and I know it&#039;s recommended you go to the Dr first. I had read that some home remedies work, so I was downing Oregano Oil and rubbing yeast gard all over the place. I read online that Monistat is a good anti-fungal, so I got desperate and bought some. So I bought the 1 day ovule. I inserted it and felt fine for the next couple of hours. But then I went to the restroom, and after I started itching REALLY bad for about a couple hours and then it slowly calmed down. I went to bed about 12 and woke up at 7 feeling completely normal. My lady area is a little sore as to be expected. I have a high pain tolerance, so I mean, it itched, but not as bad as some of the comments on here. I recommend it.""",8,27-Jul-17,8
8,66721,38789,Esomeprazole,Erosive Esophagitis,"""This has been wonderful for me. No more excessive belching and burning and the pain in my chest has almost gone with the first treatment. I&#039;m not scared to eat some of my favorite foods anymore.""",8,16-Dec-11,18
8,26924,140058,Xanax XR,Anxiety,"""Xanax XR is very similar to Klonopin. It&#039;s slow to start up (around an hour) then it lasts a long time (8-12 hours). It has subtle effects and no big highs and lows in anxiety like regular Xanax IR does. I highly recommend Xanax XR for all-day (or  most of the day) relief from anxiety and panic attacks. You might want to have regular Xanax or Ativan around for panic attacks on a when required, or as needed, basis for panic attacks only.""",8,17-Oct-11,64
8,133481,36205,Imiquimod,Human Papilloma Virus,"""Have been using for almost a month.  Have had about a dozen dark brown, non raised warts around the  base of penis and pubic mound for about a year. . Anyways they are slowly lightening in color and seem to be going away. Even being moderately careful Ive had a few sores and severe itching(nothing too horrible).  Make sure to use a q tip and apply a ball point pen tip sized amount to the wart only. Even then you can still get some cream on healthy skin and cause small sores. I am confident that this cream will eventually kill all the warts slowly but surely. Dont be afraid of the cream, just respect it. I believe all the people having horrible side effects put entirely too much on. This isn&#039;t a medication that you just slather on!!!""",8,22-Nov-16,13
8,32337,171353,Wellbutrin,Depression,"""Depression/anxiety. Tried various SSRIs, which gave me terrible night sweats and edginess. Wellbutrin gave me back my appetite for life. I wanted/was motivated to get uo, get out and do things rather than sit around. Also, because you can&#039;t/shouldn&#039;t drink while taking it, I secondarily lost weight and felt healthier - mentally and physically. Can&#039;t think of any negative side effects -  takes a week or two to adjust/calibrate when starting.""",8,14-May-16,69
8,143246,110654,Duragesic,Chronic Pain,"""The time release system seems to be different with everyone cutting the patch into 16 strips allows one to better control this drug to there own need.Naturally a Dr. Can&#039;t tell you this but will agree if they know you well and trust you opinion.""",8,2-May-17,8
8,94864,141423,Escitalopram,Depression,"""Best antidepressant I&#039;ve ever tried.  Horrible sexual side effects, especially since I&#039;m a newlywed.  But at least I&#039;m happy.""",8,31-Jan-14,60
8,97459,90251,Vicodin,Pain,"""The one side effect that I didn&#039;t see listed under side effects was itching""",8,22-Oct-13,41
8,124040,36910,Cleocin HCl,Bacterial Infection,"""This is my 2nd time using Cleocin HCl, this time for a dental abscess (300mg every 6 hrs).
Today is day 3 of a 7-day course, set by the ER Dr. The swelling of my gumline, lip, and cheek has all but disappeared (just a tiny bump on the gumline left). The pain too is almost nonexistent, unless of course I bite down hard on the tooth that needs extraction.
 Side effects are slight nausea and heartburn if taken without 8oz of water or lying down soon after taking a dose.""",8,18-Apr-16,35
8,139874,153169,Doxycycline,Acne,"""My 17 year old son began Doxycycline 7 weeks ago. When the Dermatologist said it would &quot;probably get worse before it gets better&quot;, she wasn&#039;t kidding. He broke out in places that he never had acne before....especially on the forehead and they were large, red, and painful. He became so discouraged and wanted to stop taking it, but after reading reviews about keeping up with it, I encouraged him to stick it out. Now, starting week 7, we are finally seeing results. The pimples are fewer and smaller in size and the red spots from old pimples are fading. I have to admit that I had my doubts, but the change us definitely happening. Bottom line......stay the course. Also, my son is using Tretinoin as a topical cream in conjunction to Doxy.""",8,18-Jan-16,25
8,84300,139520,Armodafinil,Hypersomnia,"""I had undiagnosed Lyme Disease (and Babesia) for years which created all manner of complications for me.  The fatigue is crippling and I can sleep 16 hours on a bad day, 10-12 average. I took Provigil 200mg twice a day and feel a small effect 3 hours after taking it but it would only last a few hours if it was working at all.  I tried Nuvigil a few days ago.  I know the drug is largely the same with just the delivery system slightly different but it has an enormously different and positive effect on me.  It provides much greater relief from fatigue and much sooner (no more waiting 3 hours to see how Provigil will do for me on any given day).  Unfortunately, Nuvigil hasn&#039;t let me sleep much... only about 3 out of the last 38 hours.""",8,7-Aug-09,17
8,2139,57882,Acetaminophen / hydrocodone,Pain,"""I have 5 herniated discs in my neck from being T-boned by a red light runner. Until I was prescribed Norco with Soma (2 pills, not a combo pill) the pain was always either intense or more intense! Usually the Norco/Soma works great! However, after 6 years, I know I&#039;m seriously &quot;medically&quot; dependent on them, even if I feel fine. If I skip too many, the withdrawal symptoms start showing up!

But I have to say other than that, they work great!""",8,25-Nov-11,25
8,28488,25337,Golimumab,Rheumatoid Arthritis,"""I started taking Simponi 4 days ago after a very severe flare-up. I am 54 years old and have had rheumatoid arthritis for 29 years. I was pretty much incapacitated with the pain.  Two days ago I was able to resume my normal household chores and feel so much better!  I really hope the effectiveness continues.""",8,13-Jul-10,57
8,77879,216324,Sildenafil,Erectile Dysfunction,"""Viagra is a great help for people who have erection problems. I have trouble to hold it over more than 5 minutes, so Viagra 50mg is the best solution for me. But the sides effects are there as well, I experiences headache and stuffy nose every time and when I see the experiences here ... it is a common problem. """,8,18-Apr-17,27
8,27393,17914,Ethinyl estradiol / etonogestrel,Birth Control,"""I have not gotten pregnant and no side effects.""",8,16-Jan-13,11
8,132423,217484,Clarithromycin,Sinusitis,"""The day after I was completely not congested anymore. The headache was still present though. It took three days for that to go away but I was still able to go to work and school by the second day. The only downside was I experienced extreme dizziness within the first few days and it left a terrible bitter taste in my mouth all day.""",8,25-Mar-15,22
8,114363,39590,Contrave,Obesity,"""I&#039;ve been taking contrave for almost a year now and want to update anyone reading this on my experience.  I&#039;ve said it before and it still holds true, the side effects can be nasty.  I&#039;ve had most of them and am now experiencing quivering in my hands and head and hair thinning.  That&#039;s the bad, along with this med having the potential to be very dangerous.  The good is that the weight loss is real.  I&#039;ve been living by the diet I always follow when trying to lose weight and exercising same as I always have, usually 45mins 3x a week.  12 months on this drug has been the catalyst my body needed to let go of that weight.  I&#039;ve lost 80lbs and 15 bmi points.  I have 50lbs more I want to lose, and I&#039;m actually confident I will achieve that.""",8,3-Feb-16,45
8,134458,177843,Duloxetine,Depression,"""I absolutely love this medicine so far the only medicine that has done anything for me. I actually know what happy is now. Working great for depression and anxiety.""",8,6-May-13,81
8,19014,198974,Depo-Provera,Abnormal Uterine Bleeding,"""I&#039;ve been on depo since I was 13, I&#039;m now 34. It has worked wonderfully for me and I don&#039;t really have any serious complaints. But a couple years ago, I started spotting out of the blue! I&#039;ve never had that issue before, as my periods had completely stopped. Not sure if it is normal or not, but it&#039;s extremely painful and there is no way to track it or plan for it.""",8,29-May-16,7
8,112967,52091,Adipex-P,Weight Loss,"""Week 1: Pro&#039;s lost 10 pounds, eat less. Con&#039;s: had headache for 6 days, pills wears out by afternoon, 5pm-6pm. Analysis: user must put effort in portion control or weight will come back after finished with medication. Will follow up in another week. Meal plan: 1500 per day. exercise 5 days week cardio, and strength.""",8,14-Jun-13,55
8,159964,97670,Simvastatin,High Cholesterol,"""I have been taking simvastatin for 10 years to treat high cholesterol with good success. I have not experienced any adverse side effects.""",8,25-Feb-15,31
8,38496,138656,Phentermine,Obesity,"""I have been on Adipex for two days now. Already I can feel the difference. Food is no longer an obsession and I want to do other things. I&#039;ve not so far had any side effects except for the super dry mouth that everyone describes, just adds to my water intake so I am fine with that. I do not want to eat. I have to actually be hungry to eat. I lost 3.4 lbs in two days time. I can&#039;t wait to see what happens with this pill. I weigh 255 and that is too much, I wasn&#039;t even that big when I was pregnant. Weird thing too when I actually do get hungry, I crave healthy veggies and fruits and such! I do feel a bit of a &#039;rush&#039; about an hour after taking it, goes away after a bit. First day I was a bit shaky but didn&#039;t experience that since.""",8,9-Sep-11,5
8,26773,161514,Diphenhydramine,Insomnia,"""The most effective and reasonable sleep aid I&#039;ve taken. A single pill (25 mg) before bedtime will make me drowsy enough to fall asleep within a half hour, and it generally keeps me asleep throughout the night. Drowsiness the next day is a problem for me, however, if I take it too late in the previous night; it tends to stay in my system for quite a while and, as said in previous reviews, it&#039;s not something you should be taking every night. But it&#039;s still my go-to drug whenever I know that I need a good night&#039;s rest and I&#039;ll be able to sleep in the following morning.""",8,4-Sep-15,10
8,153446,153763,Lioresal,Cervical Dystonia,"""Start the medication low, slow dosage and increase as prescribed and needed""",8,14-Aug-14,12
8,107178,210360,Linzess,Irritable Bowel Syndrome,"""Severe diarrhea started in one hour with about 5 ounces discharge every 2 minutes.  Was not able to consume water fast enough to prevent dehydration.  Diarrhea slowed after a couple hours.  Most diarrhea was over after 6 hours.""",8,23-Feb-15,36
8,37299,52011,Acetaminophen / caffeine / dihydrocodeine,Pain,"""Severe lower back pain. Took my first dose last night. The caffiene in it, kept me awake all night. Took another dose this morning. The caffiene makes my heart feel like it&#039;s beating out of my chest..the codiene in this medicine did help my back pain..I eat before I take it, because it does upset my stomach.. I will be talking to my doctor about switching to something else. I&#039;d just rather have plain old hydrocodone ....no caffiene .....""",8,7-Sep-16,1
8,73329,146184,Suboxone,Opiate Dependence,"""As a alternative to methadone this wins hands down. No severe withdrawals and minimum side effects if you are lookin to do opiate withdrawal this has got to be a serious contender. Good luck all.""",8,11-Jan-12,11
8,80106,45091,Fluoxetine,Anxiety and Stress,"""With all medications my G.P. gives me daily, is a good reason to try Prozac, I have no days without stress, scared of some health problems, that might kill me, such as brain aneurysm, had 2 surgeries for it, and survived both, first one had less than 50% of surviving, as aneurysm started bleeding, was under for 5 hours, to a coiled process, taking 8 different medication at night and 5 in morning, to help combat diabetic type two, to chronic leg wound open for past 21 years. Scared of everything I do, as stress alone can trigger another brain aneurysm, and I need to stress out, my G.P. freaks out every time I want to try different drugs to ease tension, I smoke marijuana, was licensed by Government, but quit after a year, could write more,..""",8,26-Oct-16,23
8,125563,186507,Desvenlafaxine,Depression,"""Initially this medicine gave me nausea and loss of appetite and sex drive but those symptoms went away. After two weeks I must say that I&#039;m feeling better but I&#039;m still hopeful that after the full 4 weeks I will be doing better. Don&#039;t be scared from bad reviews, you need to try it first to see how your body reacts to it. """,8,10-Nov-10,23
8,116429,62856,Cozaar,High Blood Pressure,"""This medication lowered my blood pressure, restoring it to acceptable levels. The medication is well tolerated with the most noticeable side effects being lethargy and rapid nail growth. Nail growth became very noticeable after being on the medication for 1 week to 10 days; now I&#039;m on the med for a couple of months and cutting my nails every day.""",8,19-Aug-15,44
8,35906,16472,Ethinyl estradiol / norethindrone,Birth Control,"""New to birth control, I was prescribed Lolo about 7 months ago, a new brand about only a year old in the market in Canada. Easy to use, 28 days, with 24 active pills, 2 half/low doses, and 2 inactive/sugar pills. Downside, I haven&#039;t had my period since I first started. I took it as instructed, I started it on the Sunday during my period, as my period just started the day before (Saturday), and during then, I had some extended spotting after my period was done and then again later on that first month I had some spotting but it was light. After that 1st month, I didn&#039;t have a period. I had 1 or 2 depressive mood swings in the first 2 months but otherwise no other side effects.""",8,4-Jan-16,0
8,91732,228201,Etonogestrel,Birth Control,"""I have experienced no weight gain and after one month of spotting I have not had a period at all since then.""",8,21-Sep-09,3
8,106795,146593,Tamsulosin,Benign Prostatic Hyperplasia,"""The flow is better. I had to go to the ER, because I could not pee.  They catheterized me, got over 800 cc&#039;s from bladder. The ER doctor put me on Flomax, I am on blood pressure meds, and they help, but the pharmacist mentioned that Flomax can cause blood pressure to drop even more, and ask if I have a blood pressure monitor and I said yes, she said I should keep a close eye on it.  The lowest it got was 108/60, pulse 49.  The only positive thing, is that I am peeing again. The worst thing and this had never been an issue, is that, when I get the urge to go pee, I have to RUN to the bathroom or I won&#039;t make it in time.  ER Dr. wants me to follow up with my PCP ASAP.""",8,13-Oct-13,165
8,68850,64947,Saphris,Bipolar Disorde,"""My insurance covers the whole cost of the medicine thank goodness, otherwise it would cost over $700 per month. I only rated it an 8 because even though it works wonderfully to completely wipe away my depression by taking my required dose of 5mg once at night and once in the morning, I cannot seem to fight off the sleep in the morning even if I take it right when I wake up. When I can fight off the sleep I am so tired that I feel sedated for about 6 hours. The taste is awful but bearable. I just don&#039;t know what to do about my morning dose. It makes me hungry but the downside is that if I eat within 4 hours of taking Saphris it is a little hard to swallow my food and I do get a tingling numb tongue for about an hour after taking medicine.""",8,22-Apr-12,20
8,132274,229013,Tadalafil,Erectile Dysfunction,"""My partner had erectile problems. Started to lose confidence. Took 25 mg Cialis every other day. The difference was amazing. We couldn&#039;t stop having sex. By The Way, he is 65 years old. We are very pleased with the results!""",8,7-Mar-15,115
8,157349,69577,Buprenorphine,Chronic Pain,"""I loved this at first. Was able to leave on for the full 7 days. The longer I left it on my skin started to itch. Now, still trying to use it, because it works so well, only can leave on for about 3 days before my skin is totally broke out. I am so disappointed because I&#039;d rather not take pills.""",8,11-Sep-13,62
8,12644,105279,Carbamazepine,Trigeminal Neuralgia,"""My experience with Trigeminal Neuralgia is that it seems hugely influenced by emotional stress.  Managing this, and bringing presence of mind remain for me the most effective ways to deal with this crippling pain.  Nevertheless, the carbamazepine seems helpful so far, though the side effects only seem to add to the symptoms of Multiple Sclerosis I&#039;ve been diagnosed with for a dozen years.""",8,19-Jul-14,29
8,4283,187705,Codeine / guaifenesin,Cough,"""This medicine works great!  """,8,16-May-12,4
8,90597,65367,Yasmin,Birth Control,"""I have been taking Yasmin for 9 months and I can say that it had protected me effectively against pregnancy.  
I have read about some negative effects that have been linked to this pill. However, I decided to take it because my mother took it for years without experiencing any side effects. During my first cycle taking the pill, I experienced mild nausea and upset stomach occasionally. However, the symptoms were gone by the time I started my second pack. I have not noticed any changes in my weight or in my mood. I have frequent muscle cramps in my legs, but I am not sure that this is being caused by the pill.""",8,17-Sep-14,29
8,89226,148631,Mirena,Birth Control,"""I am almost 24 and I have never been pregnant. I also work at an OB/GYN (so I have access to good information and doctors)
I was on the pill, then the nuva ring, and back on the pill. These methods made me lose my libido and I started going through waves of depression. I was going to do paragard to get rid of the hormones in my body. My doc advised to try mirena instead, and I followed her advise. 
I took pain killers before and after the procedure. I also scheduled for the near end of my cycle. The pain on a scale of 1-10 would&#039;ve been about a 6 (and that lasted about 1 minute). I went back to work, and I feel pretty normal. Everyone is different, don&#039;t let reviews sway your opinion, talk to a doctor first. Will follow up in a few months.""",8,2-Dec-16,31
8,152373,28169,Lexapro,Anxiety,"""I had anxiety symptoms such as dreading work daily, and physical symptoms such  as lack of energy and almost a  dizziness feeling that would start a few hours into my day and continue until I was home relaxing. This medicine has improved mostly all of my symptoms, except for the occasion day that is very stressful. I would recommend to anyone, and cannot imagine going off any time soon. Hope this helps someone else.""",8,14-May-15,65
8,14449,158090,Ziprasidone,Schizophrenia,"""I have  PTSD with psychosis  and have switched from risperidone due to leaking breasts and loss of period. Seems to be working fine but I prefer to take meds at night then pass out which makes eating with geodon difficult. So far so good. My docs think it&#039;s my best chance to have a period again not that I can have any more children with all the drugs I take (clonazepam &amp; sertraline also).""",8,19-Oct-16,2
8,121371,108116,Ethinyl estradiol / norelgestromin,Birth Control,"""This is my first time taking any form of birth control and I decided on the patch because it has the least invasive side effects out of all forms I&#039;ve researched. So far I&#039;m enjoying it. I&#039;ve had a few negative experiences. During my first three days, my appetite was demolished, mainly because any and everything I consumed made me nauseous and I also had a pounding headache. Oh and I bled for nearly a month. I might even be a bit bitchier. But now everything is back on track. During my first cycle on this system my flow was lighter and only lasted 5 days (typically its 10 days). I also lost a bit of weight. My appetite for food reduced and interesting enough my taste palette has been towards healthier options lately. I&#039;m fine with this.""",8,12-Sep-15,4
8,154903,14527,Buprenorphine / naloxone,Opiate Dependence,"""I used them during this past quitting attempt and found them to help my symptoms of getting healthy again to the point where I could actually get to work while kicking my habit. Two orange flavored thumbs up.""",8,2-Jul-09,22
