Unnamed: 0,Sentence #,Word,POS,Tag
9683,441.0,President,NNP,B-per
9684,441.0,Robert,NNP,I-per
9685,441.0,Mugabe,NNP,I-per
9686,441.0,",",",",O
9687,441.0,was,VBD,O
9688,441.0,said,VBN,O
9689,441.0,to,TO,O
9690,441.0,hurt,VB,O
9691,441.0,attempts,NNS,O
9692,441.0,to,TO,O
9693,441.0,put,VB,O
9694,441.0,more,JJR,O
9695,441.0,pressure,NN,O
9696,441.0,on,IN,O
9697,441.0,Harare,NNP,B-gpe
9698,441.0,.,.,O
9699,442.0,Mr.,NNP,B-per
9700,442.0,Mwanawasa,NNP,I-per
9701,442.0,is,VBZ,O
9702,442.0,59,CD,O
9703,442.0,years,NNS,O
9704,442.0,old,JJ,O
9705,442.0,and,CC,O
9706,442.0,has,VBZ,O
9707,442.0,served,VBN,O
9708,442.0,as,IN,O
9709,442.0,Zambia,NNP,B-gpe
9710,442.0,'s,POS,O
9711,442.0,president,NN,O
9712,442.0,since,IN,O
9713,442.0,2002,CD,B-tim
9714,442.0,.,.,O
9715,443.0,He,PRP,O
9716,443.0,is,VBZ,O
9717,443.0,also,RB,O
9718,443.0,the,DT,O
9719,443.0,current,JJ,O
9720,443.0,leader,NN,O
9721,443.0,of,IN,O
9722,443.0,the,DT,O
9723,443.0,Southern,NNP,B-org
9724,443.0,African,NNP,I-org
9725,443.0,Development,NNP,I-org
9726,443.0,Community,NNP,I-org
9727,443.0,.,.,O
9728,444.0,He,PRP,O
9729,444.0,suffered,VBD,O
9730,444.0,a,DT,O
9731,444.0,mild,JJ,O
9732,444.0,stroke,NN,O
9733,444.0,two,CD,O
9734,444.0,years,NNS,O
9735,444.0,ago,RB,O
9736,444.0,.,.,O
9737,445.0,U.S.,NNP,B-gpe
9738,445.0,President,NNP,B-per
9739,445.0,Barack,NNP,I-per
9740,445.0,Obama,NNP,I-per
9741,445.0,has,VBZ,O
9742,445.0,named,VBN,O
9743,445.0,Gene,NNP,B-per
9744,445.0,Sperling,NNP,I-per
9745,445.0,as,IN,O
9746,445.0,the,DT,O
9747,445.0,new,JJ,O
9748,445.0,head,NN,O
9749,445.0,of,IN,O
9750,445.0,the,DT,O
9751,445.0,National,NNP,B-org
9752,445.0,Economic,NNP,I-org
9753,445.0,Council,NNP,I-org
9754,445.0,",",",",O
9755,445.0,which,WDT,O
9756,445.0,oversees,VBZ,O
9757,445.0,the,DT,O
9758,445.0,administration,NN,O
9759,445.0,'s,POS,O
9760,445.0,economic,JJ,O
9761,445.0,policies,NNS,O
9762,445.0,.,.,O
9763,446.0,Sperling,NNP,B-per
9764,446.0,had,VBD,O
9765,446.0,the,DT,O
9766,446.0,same,JJ,O
9767,446.0,job,NN,O
9768,446.0,in,IN,O
9769,446.0,President,NNP,B-per
9770,446.0,Bill,NNP,I-per
9771,446.0,Clinton,NNP,I-per
9772,446.0,'s,POS,O
9773,446.0,administration,NN,O
9774,446.0,.,.,O
9775,447.0,He,PRP,O
9776,447.0,succeeds,VBZ,O
9777,447.0,Lawrence,NNP,B-per
9778,447.0,Summers,NNPS,I-per
9779,447.0,",",",",O
9780,447.0,another,DT,O
9781,447.0,top,JJ,O
9782,447.0,economic,JJ,O
9783,447.0,official,NN,O
9784,447.0,from,IN,O
9785,447.0,the,DT,O
9786,447.0,Clinton-era,NN,O
9787,447.0,.,.,O
9788,448.0,Sperling,NNP,B-per
9789,448.0,has,VBZ,O
9790,448.0,spent,VBN,O
9791,448.0,the,DT,O
9792,448.0,first,JJ,O
9793,448.0,two,CD,O
9794,448.0,years,NNS,O
9795,448.0,of,IN,O
9796,448.0,the,DT,O
9797,448.0,Obama,NNP,B-per
9798,448.0,administration,NN,O
9799,448.0,as,IN,O
9800,448.0,a,DT,O
9801,448.0,counselor,NN,O
9802,448.0,to,TO,O
9803,448.0,Treasury,NNP,B-per
9804,448.0,Secretary,NNP,I-per
9805,448.0,Timothy,NNP,I-per
9806,448.0,Geithner,NNP,I-per
9807,448.0,.,.,O
9808,449.0,Mr.,NNP,B-per
9809,449.0,Obama,NNP,I-per
9810,449.0,made,VBD,O
9811,449.0,the,DT,O
9812,449.0,announcement,NN,O
9813,449.0,Friday,NNP,B-tim
9814,449.0,during,IN,O
9815,449.0,a,DT,O
9816,449.0,visit,NN,O
9817,449.0,to,TO,O
9818,449.0,a,DT,O
9819,449.0,window,NN,O
9820,449.0,manufacturer,NN,O
9821,449.0,located,VBN,O
9822,449.0,outside,IN,O
9823,449.0,of,IN,O
9824,449.0,Washington,NNP,B-geo
9825,449.0,",",",",O
9826,449.0,D.C.,NNP,B-geo
9827,450.0,Sperling,NNP,B-per
9828,450.0,'s,POS,O
9829,450.0,appointment,NN,O
9830,450.0,is,VBZ,O
9831,450.0,the,DT,O
9832,450.0,latest,JJS,O
9833,450.0,major,JJ,O
9834,450.0,staff,NN,O
9835,450.0,change,NN,O
9836,450.0,for,IN,O
9837,450.0,the,DT,O
9838,450.0,Obama,NNP,B-per
9839,450.0,administration,NN,O
9840,450.0,as,IN,O
9841,450.0,it,PRP,O
9842,450.0,begins,VBZ,O
9843,450.0,dealing,VBG,O
9844,450.0,with,IN,O
9845,450.0,a,DT,O
9846,450.0,new,JJ,O
9847,450.0,Republican,JJ,O
9848,450.0,majority,NN,O
9849,450.0,in,IN,O
9850,450.0,the,DT,O
9851,450.0,House,NNP,B-org
9852,450.0,of,IN,I-org
9853,450.0,Representatives,NNPS,I-org
9854,450.0,",",",",O
9855,450.0,and,CC,O
9856,450.0,planning,VBG,O
9857,450.0,for,IN,O
9858,450.0,the,DT,O
9859,450.0,president,NN,O
9860,450.0,'s,POS,O
9861,450.0,likely,JJ,O
9862,450.0,re-election,NN,O
9863,450.0,campaign,NN,O
9864,450.0,in,IN,O
9865,450.0,2012,CD,B-tim
9866,450.0,.,.,O
9867,451.0,On,IN,O
9868,451.0,Thursday,NNP,B-tim
9869,451.0,",",",",O
9870,451.0,Mr.,NNP,B-per
9871,451.0,Obama,NNP,I-per
9872,451.0,named,VBD,O
9873,451.0,another,DT,O
9874,451.0,ex-Clinton,JJ,O
9875,451.0,official,NN,O
9876,451.0,",",",",O
9877,451.0,William,NNP,B-per
9878,451.0,Daley,NNP,I-per
9879,451.0,",",",",O
9880,451.0,as,IN,O
9881,451.0,his,PRP$,O
9882,451.0,new,JJ,O
9883,451.0,chief,NN,O
9884,451.0,of,IN,O
9885,451.0,staff,NN,O
9886,451.0,",",",",O
9887,451.0,replacing,VBG,O
9888,451.0,Rahm,NNP,B-per
9889,451.0,Emmanuel,NNP,I-per
9890,451.0,.,.,O
9891,452.0,Authorities,NNS,O
9892,452.0,in,IN,O
9893,452.0,Bosnia-Herzegovina,NNP,B-gpe
9894,452.0,say,VBP,O
9895,452.0,they,PRP,O
9896,452.0,have,VBP,O
9897,452.0,arrested,VBN,O
9898,452.0,a,DT,O
9899,452.0,former,JJ,O
9900,452.0,Bosnian,JJ,B-gpe
9901,452.0,Serb,JJ,I-gpe
9902,452.0,police,NN,O
9903,452.0,officer,NN,O
9904,452.0,for,IN,O
9905,452.0,his,PRP$,O
9906,452.0,suspected,JJ,O
9907,452.0,role,NN,O
9908,452.0,in,IN,O
9909,452.0,the,DT,O
9910,452.0,1995,CD,B-tim
9911,452.0,massacre,NN,O
9912,452.0,of,IN,O
9913,452.0,Muslims,NNS,O
9914,452.0,near,IN,O
9915,452.0,the,DT,O
9916,452.0,eastern,JJ,O
9917,452.0,Bosnian,JJ,B-gpe
9918,452.0,town,NN,O
9919,452.0,of,IN,O
9920,452.0,Srebrenica,NNP,B-geo
9921,452.0,.,.,O
9922,453.0,The,DT,O
9923,453.0,state,NN,O
9924,453.0,prosecutor,NN,O
9925,453.0,'s,POS,O
9926,453.0,office,NN,O
9927,453.0,says,VBZ,O
9928,453.0,37-year-old,JJ,O
9929,453.0,Dragan,NNP,B-per
9930,453.0,Neskovic,NNP,I-per
9931,453.0,was,VBD,O
9932,453.0,arrested,VBN,O
9933,453.0,Wednesday,NNP,B-tim
9934,453.0,in,IN,O
9935,453.0,the,DT,O
9936,453.0,northeastern,JJ,O
9937,453.0,town,NN,O
9938,453.0,of,IN,O
9939,453.0,Bijeljina,NNP,B-geo
9940,453.0,on,IN,O
9941,453.0,suspicion,NN,O
9942,453.0,of,IN,O
9943,453.0,genocide,NN,O
9944,453.0,.,.,O
9945,454.0,No,DT,O
9946,454.0,further,JJ,O
9947,454.0,details,NNS,O
9948,454.0,were,VBD,O
9949,454.0,released,VBN,O
9950,454.0,.,.,O
9951,455.0,More,JJR,O
9952,455.0,than,IN,O
9953,455.0,"8,000",CD,O
9954,455.0,Muslim,NNP,O
9955,455.0,men,NNS,O
9956,455.0,and,CC,O
9957,455.0,boys,NNS,O
9958,455.0,were,VBD,O
9959,455.0,killed,VBN,O
9960,455.0,by,IN,O
9961,455.0,Serb,JJ,B-gpe
9962,455.0,forces,NNS,O
9963,455.0,in,IN,O
9964,455.0,July,NNP,B-tim
9965,455.0,1995,CD,I-tim
9966,455.0,in,IN,O
9967,455.0,what,WP,O
9968,455.0,was,VBD,O
9969,455.0,supposed,VBN,O
9970,455.0,to,TO,O
9971,455.0,have,VB,O
9972,455.0,been,VBN,O
9973,455.0,a,DT,O
9974,455.0,United,NNP,B-org
9975,455.0,Nations,NNP,I-org
9976,455.0,safe,JJ,O
9977,455.0,haven,NN,O
9978,455.0,.,.,O
9979,456.0,The,DT,O
9980,456.0,Srebrenica,NNP,B-geo
9981,456.0,killings,NNS,O
9982,456.0,are,VBP,O
9983,456.0,considered,VBN,O
9984,456.0,the,DT,O
9985,456.0,worst,JJS,O
9986,456.0,European,JJ,O
9987,456.0,massacre,NN,O
9988,456.0,since,IN,O
9989,456.0,World,NNP,B-eve
9990,456.0,War,NNP,I-eve
9991,456.0,II,NNP,I-eve
9992,456.0,.,.,O
9993,457.0,The,DT,O
9994,457.0,U.N.,NNP,B-org
9995,457.0,war,NN,O
9996,457.0,crimes,NNS,O
9997,457.0,tribunal,NN,O
9998,457.0,in,IN,O
9999,457.0,The,DT,O
10000,457.0,Hague,NNP,B-geo
10001,457.0,has,VBZ,O
10002,457.0,already,RB,O
10003,457.0,sentenced,VBN,O
10004,457.0,14,CD,O
10005,457.0,Serbs,NNS,B-gpe
10006,457.0,for,IN,O
10007,457.0,their,PRP$,O
10008,457.0,key,JJ,O
10009,457.0,roles,NNS,O
10010,457.0,in,IN,O
10011,457.0,the,DT,O
10012,457.0,killings,NNS,O
10013,457.0,.,.,O
10014,458.0,Former,JJ,O
10015,458.0,Bosnian,JJ,B-gpe
10016,458.0,Serb,JJ,I-gpe
10017,458.0,leader,NN,O
10018,458.0,Radovan,NNP,B-per
10019,458.0,Karadzic,NNP,I-per
10020,458.0,is,VBZ,O
10021,458.0,currently,RB,O
10022,458.0,on,IN,O
10023,458.0,trial,NN,O
10024,458.0,there,RB,O
10025,458.0,",",",",O
10026,458.0,charged,VBN,O
10027,458.0,with,IN,O
10028,458.0,genocide,NN,O
10029,458.0,and,CC,O
10030,458.0,crimes,NNS,O
10031,458.0,against,IN,O
10032,458.0,humanity,NN,O
10033,458.0,.,.,O
10034,459.0,The,DT,O
10035,459.0,Bosnian,JJ,B-gpe
10036,459.0,war,NN,O
10037,459.0,crimes,NNS,O
10038,459.0,court,NN,O
10039,459.0,was,VBD,O
10040,459.0,established,VBN,O
10041,459.0,in,IN,O
10042,459.0,2005,CD,B-tim
10043,459.0,to,TO,O
10044,459.0,ease,VB,O
10045,459.0,the,DT,O
10046,459.0,workload,NN,O
10047,459.0,of,IN,O
10048,459.0,the,DT,O
10049,459.0,Hague-based,JJ,O
10050,459.0,tribunal,NN,O
10051,459.0,.,.,O
10052,460.0,China,NNP,B-geo
10053,460.0,'s,POS,O
10054,460.0,official,JJ,O
10055,460.0,Xinhua,NNP,B-org
10056,460.0,news,NN,O
10057,460.0,agency,NN,O
10058,460.0,says,VBZ,O
10059,460.0,archaeologists,NNS,O
10060,460.0,have,VBP,O
10061,460.0,discovered,VBN,O
10062,460.0,the,DT,O
10063,460.0,ruins,NNS,O
10064,460.0,of,IN,O
10065,460.0,29,CD,O
10066,460.0,villages,NNS,O
10067,460.0,that,WDT,O
10068,460.0,date,VBP,O
10069,460.0,back,RB,O
10070,460.0,more,JJR,O
10071,460.0,than,IN,O
10072,460.0,"4,500",CD,O
10073,460.0,years,NNS,O
10074,460.0,.,.,O
10075,461.0,The,DT,O
10076,461.0,report,NN,O
10077,461.0,said,VBD,O
10078,461.0,the,DT,O
10079,461.0,ancient,JJ,O
10080,461.0,communities,NNS,O
10081,461.0,were,VBD,O
10082,461.0,discovered,VBN,O
10083,461.0,in,IN,O
10084,461.0,the,DT,O
10085,461.0,northern,JJ,O
10086,461.0,part,NN,O
10087,461.0,of,IN,O
10088,461.0,Shaanxi,NNP,B-geo
10089,461.0,province,NN,O
10090,461.0,",",",",O
10091,461.0,a,DT,O
10092,461.0,region,NN,O
10093,461.0,known,VBN,O
10094,461.0,for,IN,O
10095,461.0,its,PRP$,O
10096,461.0,archaeological,JJ,O
10097,461.0,treasures,NNS,O
10098,461.0,.,.,O
10099,462.0,Xinhua,NNP,B-org
10100,462.0,says,VBZ,O
10101,462.0,the,DT,O
10102,462.0,ruins,NNS,O
10103,462.0,show,VBP,O
10104,462.0,that,IN,O
10105,462.0,people,NNS,O
10106,462.0,had,VBD,O
10107,462.0,mastered,VBN,O
10108,462.0,building,NN,O
10109,462.0,techniques,NNS,O
10110,462.0,and,CC,O
10111,462.0,had,VBD,O
10112,462.0,constructed,VBN,O
10113,462.0,houses,NNS,O
10114,462.0,and,CC,O
10115,462.0,stone,NN,O
10116,462.0,walls,NNS,O
10117,462.0,around,IN,O
10118,462.0,their,PRP$,O
10119,462.0,community,NN,O
10120,462.0,.,.,O
10121,463.0,It,PRP,O
10122,463.0,said,VBD,O
10123,463.0,a,DT,O
10124,463.0,total,NN,O
10125,463.0,of,IN,O
10126,463.0,96,CD,O
10127,463.0,houses,NNS,O
10128,463.0,were,VBD,O
10129,463.0,unearthed,JJ,O
10130,463.0,",",",",O
10131,463.0,as,RB,O
10132,463.0,well,RB,O
10133,463.0,as,IN,O
10134,463.0,the,DT,O
10135,463.0,ruins,NNS,O
10136,463.0,of,IN,O
10137,463.0,a,DT,O
10138,463.0,sacrificial,JJ,O
10139,463.0,altar,NN,O
10140,463.0,.,.,O
10141,464.0,The,DT,O
10142,464.0,report,NN,O
10143,464.0,quoted,VBD,O
10144,464.0,an,DT,O
10145,464.0,official,NN,O
10146,464.0,with,IN,O
10147,464.0,the,DT,O
10148,464.0,Shaanxi,NNP,B-org
10149,464.0,Provincial,NNP,I-org
10150,464.0,Archaeological,NNP,I-org
10151,464.0,Research,NNP,I-org
10152,464.0,Institute,NNP,I-org
10153,464.0,as,IN,O
10154,464.0,saying,VBG,O
10155,464.0,the,DT,O
10156,464.0,discovery,NN,O
10157,464.0,will,MD,O
10158,464.0,help,VB,O
10159,464.0,scientists,NNS,O
10160,464.0,better,RBR,O
10161,464.0,understand,VB,O
10162,464.0,the,DT,O
10163,464.0,environment,NN,O
10164,464.0,during,IN,O
10165,464.0,the,DT,O
10166,464.0,Neolithic,JJ,B-tim
10167,464.0,period,NN,O
10168,464.0,",",",",O
10169,464.0,also,RB,O
10170,464.0,known,VBN,O
10171,464.0,as,IN,O
10172,464.0,the,DT,O
10173,464.0,New,NNP,B-tim
10174,464.0,Stone,NNP,I-tim
10175,464.0,Age,NNP,I-tim
10176,464.0,.,.,O
10177,465.0,A,DT,O
10178,465.0,United,NNP,B-org
10179,465.0,Nations,NNPS,I-org
10180,465.0,expert,NN,O
10181,465.0,on,IN,O
10182,465.0,extrajudicial,JJ,O
10183,465.0,killings,NNS,O
10184,465.0,says,VBZ,O
10185,465.0,he,PRP,O
10186,465.0,would,MD,O
10187,465.0,like,VB,O
10188,465.0,to,TO,O
10189,465.0,visit,VB,O
10190,465.0,Thailand,NNP,B-geo
10191,465.0,to,TO,O
10192,465.0,investigate,VB,O
10193,465.0,last,JJ,O
10194,465.0,month,NN,O
10195,465.0,'s,POS,O
10196,465.0,deaths,NNS,O
10197,465.0,of,IN,O
10198,465.0,87,CD,O
10199,465.0,Muslim,NNP,B-org
10200,465.0,protesters,NNS,O
10201,465.0,.,.,O
10202,466.0,Philip,NNP,B-per
10203,466.0,Alston,NNP,I-per
10204,466.0,said,VBD,O
10205,466.0,he,PRP,O
10206,466.0,is,VBZ,O
10207,466.0,deeply,RB,O
10208,466.0,concerned,VBN,O
10209,466.0,by,IN,O
10210,466.0,the,DT,O
10211,466.0,October,NNP,B-tim
10212,466.0,25,CD,I-tim
10213,466.0,incident,NN,O
10214,466.0,.,.,O
10215,467.0,He,PRP,O
10216,467.0,said,VBD,O
10217,467.0,a,DT,O
10218,467.0,visit,NN,O
10219,467.0,to,TO,O
10220,467.0,Thailand,NNP,B-geo
10221,467.0,would,MD,O
10222,467.0,allow,VB,O
10223,467.0,him,PRP,O
10224,467.0,to,TO,O
10225,467.0,speak,VB,O
10226,467.0,with,IN,O
10227,467.0,those,DT,O
10228,467.0,involved,VBN,O
10229,467.0,and,CC,O
10230,467.0,to,TO,O
10231,467.0,recommend,VB,O
10232,467.0,ways,NNS,O
10233,467.0,to,TO,O
10234,467.0,bring,VB,O
10235,467.0,peace,NN,O
10236,467.0,and,CC,O
10237,467.0,stability,NN,O
10238,467.0,to,TO,O
10239,467.0,the,DT,O
10240,467.0,region,NN,O
10241,467.0,.,.,O
10242,468.0,Thailand,NNP,B-gpe
10243,468.0,has,VBZ,O
10244,468.0,not,RB,O
10245,468.0,responded,VBN,O
10246,468.0,to,TO,O
10247,468.0,Mr.,NNP,B-per
10248,468.0,Alston,NNP,I-per
10249,468.0,'s,POS,O
10250,468.0,request,NN,O
10251,468.0,.,.,O
10252,469.0,Meanwhile,RB,O
10253,469.0,",",",",O
10254,469.0,Thailand,NNP,B-gpe
10255,469.0,'s,POS,O
10256,469.0,revered,JJ,O
10257,469.0,King,NNP,B-per
10258,469.0,Bhumibol,NNP,I-per
10259,469.0,Adulyadej,NNP,I-per
10260,469.0,warned,VBD,O
10261,469.0,that,IN,O
10262,469.0,the,DT,O
10263,469.0,country,NN,O
10264,469.0,could,MD,O
10265,469.0,fall,VB,O
10266,469.0,into,IN,O
10267,469.0,ruin,NN,O
10268,469.0,if,IN,O
10269,469.0,the,DT,O
10270,469.0,violence,NN,O
10271,469.0,in,IN,O
10272,469.0,the,DT,O
10273,469.0,south,NN,O
10274,469.0,does,VBZ,O
10275,469.0,not,RB,O
10276,469.0,end,VB,O
10277,469.0,.,.,O
10278,470.0,He,PRP,O
10279,470.0,urged,VBD,O
10280,470.0,security,NN,O
10281,470.0,forces,NNS,O
10282,470.0,to,TO,O
10283,470.0,better,RB,O
10284,470.0,cooperate,VB,O
10285,470.0,to,TO,O
10286,470.0,deal,VB,O
10287,470.0,with,IN,O
10288,470.0,the,DT,O
10289,470.0,region,NN,O
10290,470.0,'s,POS,O
10291,470.0,turmoil,NN,O
10292,470.0,.,.,O
10293,471.0,Hundreds,NNS,O
10294,471.0,of,IN,O
10295,471.0,people,NNS,O
10296,471.0,have,VBP,O
10297,471.0,been,VBN,O
10298,471.0,killed,VBN,O
10299,471.0,since,IN,O
10300,471.0,January,NNP,B-tim
10301,471.0,when,WRB,O
10302,471.0,an,DT,O
10303,471.0,insurgency,NN,O
10304,471.0,flared,VBD,O
10305,471.0,up,RP,O
10306,471.0,in,IN,O
10307,471.0,Thailand,NNP,B-geo
10308,471.0,'s,POS,O
10309,471.0,three,CD,O
10310,471.0,Muslim-majority,JJ,O
10311,471.0,southern,JJ,O
10312,471.0,provinces,NNS,O
10313,471.0,.,.,O
10314,472.0,Israeli,JJ,B-gpe
10315,472.0,soldiers,NNS,O
10316,472.0,have,VBP,O
10317,472.0,killed,VBN,O
10318,472.0,two,CD,O
10319,472.0,Palestinians,NNS,B-gpe
10320,472.0,in,IN,O
10321,472.0,the,DT,O
10322,472.0,southern,JJ,O
10323,472.0,Gaza,NNP,B-geo
10324,472.0,Strip,NNP,I-geo
10325,472.0,.,.,O
10326,473.0,Witnesses,NNS,O
10327,473.0,say,VBP,O
10328,473.0,the,DT,O
10329,473.0,two,CD,O
10330,473.0,men,NNS,O
10331,473.0,were,VBD,O
10332,473.0,killed,VBN,O
10333,473.0,early,RB,O
10334,473.0,Friday,NNP,B-tim
10335,473.0,near,IN,O
10336,473.0,the,DT,O
10337,473.0,security,NN,O
10338,473.0,barrier,NN,O
10339,473.0,separating,VBG,O
10340,473.0,southern,JJ,O
10341,473.0,Gaza,NNP,B-geo
10342,473.0,with,IN,O
10343,473.0,Israel,NNP,B-geo
10344,473.0,.,.,O
10345,474.0,Israeli,JJ,B-gpe
10346,474.0,military,JJ,O
10347,474.0,officials,NNS,O
10348,474.0,say,VBP,O
10349,474.0,troops,NNS,O
10350,474.0,had,VBD,O
10351,474.0,spotted,VBN,O
10352,474.0,the,DT,O
10353,474.0,men,NNS,O
10354,474.0,attempting,VBG,O
10355,474.0,to,TO,O
10356,474.0,plant,VB,O
10357,474.0,bombs,NNS,O
10358,474.0,along,IN,O
10359,474.0,the,DT,O
10360,474.0,barrier,NN,O
10361,474.0,.,.,O
10362,475.0,The,DT,O
10363,475.0,killings,NNS,O
10364,475.0,were,VBD,O
10365,475.0,the,DT,O
10366,475.0,latest,JJS,O
10367,475.0,in,IN,O
10368,475.0,a,DT,O
10369,475.0,series,NN,O
10370,475.0,of,IN,O
10371,475.0,clashes,NNS,O
10372,475.0,between,IN,O
10373,475.0,the,DT,O
10374,475.0,Israeli,JJ,B-gpe
10375,475.0,army,NN,O
10376,475.0,and,CC,O
10377,475.0,Palestinian,JJ,B-gpe
10378,475.0,militants,NNS,O
10379,475.0,.,.,O
10380,476.0,Israeli,JJ,B-gpe
10381,476.0,soldiers,NNS,O
10382,476.0,killed,VBD,O
10383,476.0,five,CD,O
10384,476.0,Palestinians,NNS,B-gpe
10385,476.0,Thursday,NNP,B-tim
10386,476.0,during,IN,O
10387,476.0,an,DT,O
10388,476.0,army,NN,O
10389,476.0,operation,NN,O
10390,476.0,in,IN,O
10391,476.0,the,DT,O
10392,476.0,West,NNP,B-geo
10393,476.0,Bank,NNP,I-geo
10394,476.0,city,NN,O
10395,476.0,of,IN,O
10396,476.0,Nablus,NNP,B-geo
10397,476.0,.,.,O
10398,477.0,Officials,NNS,O
10399,477.0,say,VBP,O
10400,477.0,three,CD,O
10401,477.0,of,IN,O
10402,477.0,the,DT,O
10403,477.0,dead,NN,O
10404,477.0,were,VBD,O
10405,477.0,wanted,VBN,O
10406,477.0,militants,NNS,O
10407,477.0,from,IN,O
10408,477.0,the,DT,O
10409,477.0,al-Aqsa,NNP,B-org
10410,477.0,Martyrs,NNP,I-org
10411,477.0,',POS,I-org
10412,477.0,Brigades,NNP,I-org
10413,477.0,",",",",O
10414,477.0,a,DT,O
10415,477.0,violent,JJ,O
10416,477.0,offshoot,NN,O
10417,477.0,of,IN,O
10418,477.0,the,DT,O
10419,477.0,mainstream,NN,O
10420,477.0,Fatah,NNP,B-org
10421,477.0,Party,NNP,I-org
10422,477.0,.,.,O
10423,478.0,Palestinian,JJ,B-gpe
10424,478.0,President,NNP,B-per
10425,478.0,Mahmoud,NNP,I-per
10426,478.0,Abbas,NNP,I-per
10427,478.0,and,CC,O
10428,478.0,incoming,JJ,O
10429,478.0,Hamas,NNP,B-org
10430,478.0,Prime,NNP,B-per
10431,478.0,Minister,NNP,I-per
10432,478.0,Ismail,NNP,I-per
10433,478.0,Haniyeh,NNP,I-per
10434,478.0,Friday,NNP,B-tim
10435,478.0,denounced,VBD,O
10436,478.0,the,DT,O
10437,478.0,Israeli,JJ,B-gpe
10438,478.0,military,NN,O
10439,478.0,'s,POS,O
10440,478.0,sweep,NN,O
10441,478.0,through,IN,O
10442,478.0,the,DT,O
10443,478.0,Nablus,NNP,B-geo
10444,478.0,refugee,NN,O
10445,478.0,camps,NNS,O
10446,478.0,.,.,O
10447,479.0,The,DT,O
10448,479.0,head,NN,O
10449,479.0,of,IN,O
10450,479.0,U.S.,NNP,B-gpe
10451,479.0,troops,NNS,O
10452,479.0,in,IN,O
10453,479.0,the,DT,O
10454,479.0,Horn,NNP,B-geo
10455,479.0,of,IN,O
10456,479.0,Africa,NNP,B-geo
10457,479.0,says,VBZ,O
10458,479.0,terrorists,NNS,O
10459,479.0,and,CC,O
10460,479.0,insurgents,NNS,O
10461,479.0,may,MD,O
10462,479.0,begin,VB,O
10463,479.0,leaving,VBG,O
10464,479.0,war,NN,O
10465,479.0,zones,NNS,O
10466,479.0,in,IN,O
10467,479.0,Afghanistan,NNP,B-geo
10468,479.0,and,CC,O
10469,479.0,Iraq,NNP,B-geo
10470,479.0,and,CC,O
10471,479.0,head,VB,O
10472,479.0,for,IN,O
10473,479.0,east,JJ,O
10474,479.0,Africa,NNP,B-geo
10475,479.0,.,.,O
10476,480.0,Major,NNP,B-per
10477,480.0,General,NNP,I-per
10478,480.0,Timothy,NNP,I-per
10479,480.0,Ghormley,NNP,I-per
10480,480.0,says,VBZ,O
10481,480.0,officials,NNS,O
10482,480.0,are,VBP,O
10483,480.0,concerned,VBN,O
10484,480.0,that,IN,O
10485,480.0,instability,NN,O
10486,480.0,and,CC,O
10487,480.0,weak,JJ,O
10488,480.0,governments,NNS,O
10489,480.0,in,IN,O
10490,480.0,east,JJ,O
10491,480.0,Africa,NNP,B-geo
10492,480.0,could,MD,O
10493,480.0,draw,VB,O
10494,480.0,international,JJ,O
10495,480.0,terrorist,JJ,O
10496,480.0,groups,NNS,O
10497,480.0,seeking,VBG,O
10498,480.0,to,TO,O
10499,480.0,establish,VB,O
10500,480.0,a,DT,O
10501,480.0,base,NN,O
10502,480.0,of,IN,O
10503,480.0,operations,NNS,O
10504,480.0,.,.,O
10505,481.0,General,NNP,B-per
10506,481.0,Ghormley,NNP,I-per
10507,481.0,says,VBZ,O
10508,481.0,the,DT,O
10509,481.0,joint,JJ,O
10510,481.0,task,NN,O
10511,481.0,force,NN,O
10512,481.0,in,IN,O
10513,481.0,Djibouti,NNP,B-geo
10514,481.0,has,VBZ,O
10515,481.0,been,VBN,O
10516,481.0,helping,VBG,O
10517,481.0,to,TO,O
10518,481.0,train,VB,O
10519,481.0,foreign,JJ,O
10520,481.0,soldiers,NNS,O
10521,481.0,and,CC,O
10522,481.0,build,VB,O
10523,481.0,anti-terrorist,JJ,O
10524,481.0,capabilities,NNS,O
10525,481.0,of,IN,O
10526,481.0,governments,NNS,O
10527,481.0,in,IN,O
10528,481.0,the,DT,O
10529,481.0,region,NN,O
10530,481.0,.,.,O
10531,482.0,However,RB,O
10532,482.0,",",",",O
10533,482.0,U.S.,NNP,B-gpe
10534,482.0,forces,NNS,O
10535,482.0,have,VBP,O
10536,482.0,yet,RB,O
10537,482.0,to,TO,O
10538,482.0,enter,VB,O
10539,482.0,Somalia,NNP,B-geo
10540,482.0,",",",",O
10541,482.0,which,WDT,O
10542,482.0,has,VBZ,O
10543,482.0,been,VBN,O
10544,482.0,without,IN,O
10545,482.0,a,DT,O
10546,482.0,functioning,VBG,O
10547,482.0,central,JJ,O
10548,482.0,government,NN,O
10549,482.0,for,IN,O
10550,482.0,more,JJR,O
10551,482.0,than,IN,O
10552,482.0,10,CD,O
10553,482.0,years,NNS,O
10554,482.0,.,.,O
10555,483.0,Earlier,RBR,O
10556,483.0,this,DT,O
10557,483.0,year,NN,O
10558,483.0,",",",",O
10559,483.0,Ethiopian,JJ,B-gpe
10560,483.0,Prime,NNP,B-per
10561,483.0,Minister,NNP,I-per
10562,483.0,Meles,NNP,I-per
10563,483.0,Zenawi,NNP,I-per
10564,483.0,warned,VBD,O
